#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NAICS_CODE_RANK,NAICS_CODE_PERCENTAGE,NAICS_CODE,NAICS_DESCRIPTION_ENGLISH,NAICS_DESCRIPTION_FRENCH
Program,D-51814,A,A05,-1,-1,3,9,414,Personal and household goods merchant wholesalers,Grossistes-marchands d'articles personnels et ménagers
Program,D-51814,A,A05,-1,-1,3,9,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,D-51814,A,A05,-1,-1,3,9,453,Miscellaneous store retailers,Magasins de détail divers
Program,G-70810,A,A05,-1,-1,1,69,712,Heritage institutions,Établissements du patrimoine
Program,G-70810,A,A05,-1,-1,2,9,519,Other information services,Autres services d'information
Program,G-70810,A,A05,-1,-1,3,3,325,Chemical manufacturing,Fabrication de produits chimiques
Program,G-70810,A,A05,-1,-1,3,3,483,Water transportation,Transport par eau
Program,G-70810,A,A05,-1,-1,3,3,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-70810,A,A05,-1,-1,3,3,622,Hospitals,Hôpitaux
Program,G-70810,A,A05,-1,-1,3,3,624,Social assistance,Assistance sociale
Program,G-70810,A,A05,-1,-1,3,3,721,Accommodation services,Services d'hébergement
Program,G-70810,A,A05,-1,-1,3,3,814,Private households,Ménages privés
Program,G-70810,A,A05,-1,-1,3,3,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,A-61803,A,A06,-1,-1,1,40,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61803,A,A06,-1,-1,2,10,327,Non-metallic mineral product manufacturing,Fabrication de produits minéraux non métalliques
Program,A-61803,A,A06,-1,-1,2,10,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,A-61803,A,A06,-1,-1,2,10,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,A-61803,A,A06,-1,-1,2,10,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,A-61803,A,A06,-1,-1,2,10,611,Educational services,Services d'enseignement
Program,A-61803,A,A06,-1,-1,2,10,712,Heritage institutions,Établissements du patrimoine
Program,A-61806,A,A06,-1,-1,1,61,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,A-61806,A,A06,-1,-1,2,26,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,A-61806,A,A06,-1,-1,3,9,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61806,A,A06,-1,-1,4,4,315,Clothing manufacturing,Fabrication de vêtements
Program,C-41803,A,A06,-1,-1,1,50,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41803,A,A06,-1,-1,2,25,611,Educational services,Services d'enseignement
Program,C-41803,A,A06,-1,-1,2,25,624,Social assistance,Assistance sociale
Program,C-41805,A,A06,-1,-1,1,100,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41806,A,A06,-1,-1,1,60,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-41806,A,A06,-1,-1,2,20,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,C-41806,A,A06,-1,-1,2,20,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41808,A,A06,-1,-1,1,80,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-41808,A,A06,-1,-1,2,10,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,C-41808,A,A06,-1,-1,2,10,446,Health and personal care stores,Magasins de produits de santé et de soins personnels
Program,D-51806,A,A06,-1,-1,1,36,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-51806,A,A06,-1,-1,2,29,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,D-51806,A,A06,-1,-1,3,7,453,Miscellaneous store retailers,Magasins de détail divers
Program,D-51806,A,A06,-1,-1,3,7,454,Non-store retailers,Détaillants hors magasin
Program,D-51806,A,A06,-1,-1,3,7,523,"Securities, commodity contracts, and other financial investment and related activities","Valeurs mobilières, contrats de marchandises et autres activités d'investissement financier connexes"
Program,D-51806,A,A06,-1,-1,3,7,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,D-51806,A,A06,-1,-1,3,7,811,Repair and maintenance,Réparation et entretien
Program,D-51807,A,A06,-1,-1,1,100,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,G-71807,A,A06,-1,-1,1,36,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,G-71807,A,A06,-1,-1,2,27,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-71807,A,A06,-1,-1,3,9,337,Furniture and related product manufacturing,Fabrication de meubles et de produits connexes
Program,G-71807,A,A06,-1,-1,3,9,418,Miscellaneous merchant wholesalers,Grossistes-marchands de produits divers
Program,G-71807,A,A06,-1,-1,3,9,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71807,A,A06,-1,-1,3,9,811,Repair and maintenance,Réparation et entretien
Program,D-59005,A,A07,-1,-1,1,57,323,Printing and related support activities,Impression et activités connexes de soutien
Program,D-59005,A,A07,-1,-1,2,30,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-59005,A,A07,-1,-1,3,4,339,Miscellaneous manufacturing,Activités diverses de fabrication
Program,D-59005,A,A07,-1,-1,3,4,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,D-59005,A,A07,-1,-1,3,4,611,Educational services,Services d'enseignement
Program,A-63905,A,A08,-1,-1,1,52,561,Administrative and support services,Services administratifs et services de soutien
Program,A-63905,A,A08,-1,-1,2,27,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-63905,A,A08,-1,-1,3,9,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,A-63905,A,A08,-1,-1,4,3,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,A-63905,A,A08,-1,-1,4,3,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,B-83905,A,A08,-1,-1,1,52,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-83905,A,A08,-1,-1,2,24,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,B-83905,A,A08,-1,-1,3,5,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,B-83905,A,A08,-1,-1,3,5,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,B-83905,A,A08,-1,-1,3,5,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,B-83905,A,A08,-1,-1,3,5,561,Administrative and support services,Services administratifs et services de soutien
Program,B-83905,A,A08,-1,-1,3,5,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,C-43901,A,A08,-1,-1,1,79,453,Miscellaneous store retailers,Magasins de détail divers
Program,C-43901,A,A08,-1,-1,2,6,411,Farm product merchant wholesalers,Grossistes-marchands de produits agricoles
Program,C-43901,A,A08,-1,-1,3,3,111,Crop production,Cultures agricoles
Program,C-43901,A,A08,-1,-1,3,3,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,C-43901,A,A08,-1,-1,3,3,445,Food and beverage stores,Magasins d'alimentation
Program,C-43901,A,A08,-1,-1,3,3,531,Real estate,Services immobiliers
Program,C-43901,A,A08,-1,-1,3,3,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-43905,A,A08,-1,-1,1,100,561,Administrative and support services,Services administratifs et services de soutien
Program,C-43906,A,A08,-1,-1,1,78,561,Administrative and support services,Services administratifs et services de soutien
Program,C-43906,A,A08,-1,-1,2,10,221,Utilities,Services publics
Program,C-43906,A,A08,-1,-1,3,3,111,Crop production,Cultures agricoles
Program,C-43906,A,A08,-1,-1,4,2,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,C-43906,A,A08,-1,-1,5,1,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-43906,A,A08,-1,-1,5,1,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-43906,A,A08,-1,-1,5,1,712,Heritage institutions,Établissements du patrimoine
Program,C-43906,A,A08,-1,-1,5,1,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-53902,A,A08,-1,-1,1,66,111,Crop production,Cultures agricoles
Program,D-53902,A,A08,-1,-1,2,19,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,D-53902,A,A08,-1,-1,3,3,445,Food and beverage stores,Magasins d'alimentation
Program,D-53902,A,A08,-1,-1,3,3,453,Miscellaneous store retailers,Magasins de détail divers
Program,D-53902,A,A08,-1,-1,3,3,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-53902,A,A08,-1,-1,3,3,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53902,A,A08,-1,-1,3,3,712,Heritage institutions,Établissements du patrimoine
Program,D-53905,A,A08,-1,-1,1,56,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53905,A,A08,-1,-1,2,10,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,D-53905,A,A08,-1,-1,3,9,111,Crop production,Cultures agricoles
Program,D-53905,A,A08,-1,-1,4,4,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,D-53905,A,A08,-1,-1,5,3,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-53906,A,A08,-1,-1,1,75,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53906,A,A08,-1,-1,2,25,111,Crop production,Cultures agricoles
Program,D-53907,A,A08,-1,-1,1,25,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53907,A,A08,-1,-1,2,13,111,Crop production,Cultures agricoles
Program,D-53907,A,A08,-1,-1,2,13,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,D-53907,A,A08,-1,-1,2,13,311,Food manufacturing,Fabrication d'aliments
Program,D-53907,A,A08,-1,-1,2,13,312,Beverage and tobacco product manufacturing,Fabrication de boissons et de produits du tabac
Program,D-53907,A,A08,-1,-1,2,13,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,D-53907,A,A08,-1,-1,2,13,611,Educational services,Services d'enseignement
Program,C-40205,A,A09,-1,-1,1,17,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,C-40205,A,A09,-1,-1,2,8,311,Food manufacturing,Fabrication d'aliments
Program,C-40205,A,A09,-1,-1,2,8,445,Food and beverage stores,Magasins d'alimentation
Program,C-40205,A,A09,-1,-1,2,8,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-40205,A,A09,-1,-1,5,4,236,Construction of buildings,Construction de bâtiments
Program,C-40205,A,A09,-1,-1,5,4,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-40205,A,A09,-1,-1,5,4,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,C-40205,A,A09,-1,-1,5,4,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,C-40205,A,A09,-1,-1,5,4,446,Health and personal care stores,Magasins de produits de santé et de soins personnels
Program,C-40205,A,A09,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-40205,A,A09,-1,-1,5,4,452,General merchandise stores,Magasins de marchandises diverses
Program,C-40205,A,A09,-1,-1,5,4,493,Warehousing and storage,Entreposage
Program,C-40205,A,A09,-1,-1,5,4,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,C-40205,A,A09,-1,-1,5,4,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,C-40205,A,A09,-1,-1,5,4,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,C-40205,A,A09,-1,-1,5,4,531,Real estate,Services immobiliers
Program,C-40205,A,A09,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Program,C-40205,A,A09,-1,-1,5,4,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,C-40719,A,A09,-1,-1,1,27,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,C-40719,A,A09,-1,-1,2,13,561,Administrative and support services,Services administratifs et services de soutien
Program,C-40719,A,A09,-1,-1,2,13,624,Social assistance,Assistance sociale
Program,C-40719,A,A09,-1,-1,4,7,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,C-40719,A,A09,-1,-1,4,7,445,Food and beverage stores,Magasins d'alimentation
Program,C-40719,A,A09,-1,-1,4,7,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-40719,A,A09,-1,-1,4,7,453,Miscellaneous store retailers,Magasins de détail divers
Program,C-40719,A,A09,-1,-1,4,7,488,Support activities for transportation,Activités de soutien au transport
Program,C-40719,A,A09,-1,-1,4,7,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,C-40719,A,A09,-1,-1,4,7,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-41601,A,A09,-1,-1,1,27,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,C-41601,A,A09,-1,-1,2,22,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,C-41601,A,A09,-1,-1,3,8,561,Administrative and support services,Services administratifs et services de soutien
Program,C-41601,A,A09,-1,-1,3,8,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-41601,A,A09,-1,-1,5,6,622,Hospitals,Hôpitaux
Program,C-41601,A,A09,-1,-1,5,6,624,Social assistance,Assistance sociale
Program,C-41907,A,A09,-1,-1,1,60,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41907,A,A09,-1,-1,2,20,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,C-41907,A,A09,-1,-1,2,20,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-44700,A,A09,-1,-1,1,12,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-44700,A,A09,-1,-1,2,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-44700,A,A09,-1,-1,3,7,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-44700,A,A09,-1,-1,3,7,561,Administrative and support services,Services administratifs et services de soutien
Program,C-44700,A,A09,-1,-1,5,5,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,C-44702,A,A09,-1,-1,1,43,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-44702,A,A09,-1,-1,2,9,237,Heavy and civil engineering construction,Travaux de génie civil
Program,C-44702,A,A09,-1,-1,2,9,811,Repair and maintenance,Réparation et entretien
Program,C-44702,A,A09,-1,-1,4,6,488,Support activities for transportation,Activités de soutien au transport
Program,C-44702,A,A09,-1,-1,4,6,914,Aboriginal public administration,Administrations publiques autochtones
Program,C-49625,A,A09,-1,-1,1,40,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-49625,A,A09,-1,-1,2,20,311,Food manufacturing,Fabrication d'aliments
Program,C-49625,A,A09,-1,-1,2,20,445,Food and beverage stores,Magasins d'alimentation
Program,C-49625,A,A09,-1,-1,2,20,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-54701,A,A09,-1,-1,1,13,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-54701,A,A09,-1,-1,2,8,561,Administrative and support services,Services administratifs et services de soutien
Program,D-54701,A,A09,-1,-1,3,7,481,Air transportation,Transport aérien
Program,D-54701,A,A09,-1,-1,4,6,611,Educational services,Services d'enseignement
Program,D-54701,A,A09,-1,-1,4,6,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-59625,A,A09,-1,-1,1,22,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-59625,A,A09,-1,-1,1,22,561,Administrative and support services,Services administratifs et services de soutien
Program,D-59625,A,A09,-1,-1,1,22,624,Social assistance,Assistance sociale
Program,D-59625,A,A09,-1,-1,4,11,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,D-59625,A,A09,-1,-1,4,11,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,D-59625,A,A09,-1,-1,4,11,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,A-63002,A,A10,-1,-1,1,35,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-63002,A,A10,-1,-1,2,18,911,Federal government public administration,Administration publique fédérale
Program,A-63002,A,A10,-1,-1,3,13,561,Administrative and support services,Services administratifs et services de soutien
Program,A-63002,A,A10,-1,-1,4,11,517,Telecommunications,Télécommunications
Program,A-63002,A,A10,-1,-1,5,7,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,B-80705,A,A10,-1,-1,1,33,561,Administrative and support services,Services administratifs et services de soutien
Program,B-80705,A,A10,-1,-1,2,13,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,B-80705,A,A10,-1,-1,3,8,445,Food and beverage stores,Magasins d'alimentation
Program,B-80705,A,A10,-1,-1,3,8,624,Social assistance,Assistance sociale
Program,B-80705,A,A10,-1,-1,3,8,911,Federal government public administration,Administration publique fédérale
Program,B-83007,A,A10,-1,-1,1,25,561,Administrative and support services,Services administratifs et services de soutien
Program,B-83007,A,A10,-1,-1,1,25,624,Social assistance,Assistance sociale
Program,B-83007,A,A10,-1,-1,3,13,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,B-83007,A,A10,-1,-1,3,13,611,Educational services,Services d'enseignement
Program,B-83007,A,A10,-1,-1,3,13,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,B-83007,A,A10,-1,-1,3,13,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,B-83008,A,A10,-1,-1,1,30,561,Administrative and support services,Services administratifs et services de soutien
Program,B-83008,A,A10,-1,-1,2,20,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,B-83008,A,A10,-1,-1,3,13,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,B-83008,A,A10,-1,-1,4,8,622,Hospitals,Hôpitaux
Program,B-83008,A,A10,-1,-1,5,5,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,B-83008,A,A10,-1,-1,5,5,911,Federal government public administration,Administration publique fédérale
Program,C-43001,A,A10,-1,-1,1,100,561,Administrative and support services,Services administratifs et services de soutien
Program,C-43007,A,A10,-1,-1,1,50,561,Administrative and support services,Services administratifs et services de soutien
Program,C-43007,A,A10,-1,-1,2,13,452,General merchandise stores,Magasins de marchandises diverses
Program,C-43007,A,A10,-1,-1,2,13,622,Hospitals,Hôpitaux
Program,C-43007,A,A10,-1,-1,2,13,624,Social assistance,Assistance sociale
Program,C-43007,A,A10,-1,-1,2,13,911,Federal government public administration,Administration publique fédérale
Program,C-43015,A,A10,-1,-1,1,50,446,Health and personal care stores,Magasins de produits de santé et de soins personnels
Program,C-43015,A,A10,-1,-1,1,50,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,D-50705,A,A10,-1,-1,1,39,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-50705,A,A10,-1,-1,2,23,624,Social assistance,Assistance sociale
Program,D-50705,A,A10,-1,-1,3,11,561,Administrative and support services,Services administratifs et services de soutien
Program,D-50705,A,A10,-1,-1,4,5,911,Federal government public administration,Administration publique fédérale
Program,D-50705,A,A10,-1,-1,5,5,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,D-53001,A,A10,-1,-1,1,55,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53001,A,A10,-1,-1,2,20,911,Federal government public administration,Administration publique fédérale
Program,D-53001,A,A10,-1,-1,3,5,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,D-53001,A,A10,-1,-1,3,5,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,D-53001,A,A10,-1,-1,5,2,445,Food and beverage stores,Magasins d'alimentation
Program,D-53001,A,A10,-1,-1,5,2,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-53001,A,A10,-1,-1,5,2,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,D-53001,A,A10,-1,-1,5,2,611,Educational services,Services d'enseignement
Program,D-53001,A,A10,-1,-1,5,2,624,Social assistance,Assistance sociale
Program,D-53001,A,A10,-1,-1,5,2,712,Heritage institutions,Établissements du patrimoine
Program,D-53001,A,A10,-1,-1,5,2,721,Accommodation services,Services d'hébergement
Program,D-53002,A,A10,-1,-1,1,50,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,D-53002,A,A10,-1,-1,1,50,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53007,A,A10,-1,-1,1,49,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53007,A,A10,-1,-1,2,13,488,Support activities for transportation,Activités de soutien au transport
Program,D-53007,A,A10,-1,-1,3,3,445,Food and beverage stores,Magasins d'alimentation
Program,D-53007,A,A10,-1,-1,3,3,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-53007,A,A10,-1,-1,5,3,911,Federal government public administration,Administration publique fédérale
Program,D-53008,A,A10,-1,-1,1,57,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53008,A,A10,-1,-1,2,9,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,D-53008,A,A10,-1,-1,3,4,911,Federal government public administration,Administration publique fédérale
Program,D-53008,A,A10,-1,-1,4,3,452,General merchandise stores,Magasins de marchandises diverses
Program,D-53008,A,A10,-1,-1,5,3,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,D-53016,A,A10,-1,-1,1,48,561,Administrative and support services,Services administratifs et services de soutien
Program,D-53016,A,A10,-1,-1,2,7,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,D-53016,A,A10,-1,-1,2,7,445,Food and beverage stores,Magasins d'alimentation
Program,D-53016,A,A10,-1,-1,4,5,311,Food manufacturing,Fabrication d'aliments
Program,D-53016,A,A10,-1,-1,4,5,452,General merchandise stores,Magasins de marchandises diverses
Program,D-53016,A,A10,-1,-1,4,5,485,Transit and ground passenger transportation,Transport en commun et transport terrestre de voyageurs
Program,D-53016,A,A10,-1,-1,4,5,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,D-53016,A,A10,-1,-1,4,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-70705,A,A10,-1,-1,1,52,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,G-70705,A,A10,-1,-1,2,20,624,Social assistance,Assistance sociale
Program,G-70705,A,A10,-1,-1,3,12,561,Administrative and support services,Services administratifs et services de soutien
Program,G-70705,A,A10,-1,-1,4,8,611,Educational services,Services d'enseignement
Program,G-70705,A,A10,-1,-1,4,8,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-73002,A,A10,-1,-1,1,26,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-73002,A,A10,-1,-1,2,9,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,G-73002,A,A10,-1,-1,3,6,517,Telecommunications,Télécommunications
Program,G-73002,A,A10,-1,-1,3,6,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-73002,A,A10,-1,-1,3,6,561,Administrative and support services,Services administratifs et services de soutien
Program,G-73002,A,A10,-1,-1,3,6,611,Educational services,Services d'enseignement
Program,G-73002,A,A10,-1,-1,3,6,911,Federal government public administration,Administration publique fédérale
Program,G-73002,A,A10,-1,-1,3,6,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-73002,A,A10,-1,-1,3,6,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,G-73009,A,A10,-1,-1,1,27,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,G-73009,A,A10,-1,-1,2,23,611,Educational services,Services d'enseignement
Program,G-73009,A,A10,-1,-1,3,15,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-73009,A,A10,-1,-1,4,8,561,Administrative and support services,Services administratifs et services de soutien
Program,G-73009,A,A10,-1,-1,4,8,624,Social assistance,Assistance sociale
Program,G-73016,A,A10,-1,-1,1,55,561,Administrative and support services,Services administratifs et services de soutien
Program,G-73016,A,A10,-1,-1,2,7,452,General merchandise stores,Magasins de marchandises diverses
Program,G-73016,A,A10,-1,-1,2,7,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-73016,A,A10,-1,-1,4,5,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-73016,A,A10,-1,-1,5,4,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,G-74200,A,A10,-1,-1,1,33,712,Heritage institutions,Établissements du patrimoine
Program,G-74200,A,A10,-1,-1,2,27,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-74200,A,A10,-1,-1,3,20,911,Federal government public administration,Administration publique fédérale
Program,G-74200,A,A10,-1,-1,4,7,211,Oil and gas extraction,Extraction de pétrole et de gaz
Program,G-74200,A,A10,-1,-1,4,7,721,Accommodation services,Services d'hébergement
Program,G-74200,A,A10,-1,-1,4,7,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,D-50805,A,A11,-1,-1,1,35,611,Educational services,Services d'enseignement
Program,D-50805,A,A11,-1,-1,2,18,519,Other information services,Autres services d'information
Program,D-50805,A,A11,-1,-1,3,9,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-50805,A,A11,-1,-1,3,9,911,Federal government public administration,Administration publique fédérale
Program,D-50805,A,A11,-1,-1,5,4,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,B-81211,A,A12,-1,-1,1,52,624,Social assistance,Assistance sociale
Program,B-81211,A,A12,-1,-1,2,40,611,Educational services,Services d'enseignement
Program,B-81211,A,A12,-1,-1,3,4,814,Private households,Ménages privés
Program,B-81211,A,A12,-1,-1,3,4,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,C-41205,A,A12,-1,-1,1,50,325,Chemical manufacturing,Fabrication de produits chimiques
Program,C-41205,A,A12,-1,-1,1,50,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,C-41211,A,A12,-1,-1,1,85,624,Social assistance,Assistance sociale
Program,C-41211,A,A12,-1,-1,2,11,611,Educational services,Services d'enseignement
