#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NAICS_CODE_RANK,NAICS_CODE_PERCENTAGE,NAICS_CODE,NAICS_DESCRIPTION_ENGLISH,NAICS_DESCRIPTION_FRENCH
Program,D-52001,A,A01,-1,-1,4,11,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,D-52001,A,A01,-1,-1,5,4,452,General merchandise stores,Magasins de marchandises diverses
Program,D-52005,A,A01,-1,-1,1,26,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,D-52005,A,A01,-1,-1,2,13,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-52005,A,A01,-1,-1,3,8,445,Food and beverage stores,Magasins d'alimentation
Program,D-52005,A,A01,-1,-1,4,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52005,A,A01,-1,-1,5,6,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-52006,A,A01,-1,-1,1,15,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,D-52006,A,A01,-1,-1,2,14,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-52006,A,A01,-1,-1,3,9,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,D-52006,A,A01,-1,-1,4,5,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-52006,A,A01,-1,-1,5,5,445,Food and beverage stores,Magasins d'alimentation
Program,D-52006,A,A01,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-52009,A,A01,-1,-1,1,25,445,Food and beverage stores,Magasins d'alimentation
Program,D-52009,A,A01,-1,-1,2,13,323,Printing and related support activities,Impression et activités connexes de soutien
Program,D-52009,A,A01,-1,-1,2,13,441,Motor vehicle and parts dealers,Concessionnaires de véhicules et de pièces automobiles
Program,D-52009,A,A01,-1,-1,2,13,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-52009,A,A01,-1,-1,2,13,561,Administrative and support services,Services administratifs et services de soutien
Program,D-52009,A,A01,-1,-1,2,13,611,Educational services,Services d'enseignement
Program,D-52009,A,A01,-1,-1,2,13,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,D-59403,A,A01,-1,-1,1,39,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-59403,A,A01,-1,-1,2,7,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-59403,A,A01,-1,-1,3,6,445,Food and beverage stores,Magasins d'alimentation
Program,D-59403,A,A01,-1,-1,4,5,611,Educational services,Services d'enseignement
Program,D-59403,A,A01,-1,-1,5,5,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-70265,A,A01,-1,-1,1,20,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-70265,A,A01,-1,-1,2,12,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-70265,A,A01,-1,-1,3,8,445,Food and beverage stores,Magasins d'alimentation
Program,G-70265,A,A01,-1,-1,3,8,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-70265,A,A01,-1,-1,5,6,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,G-70265,A,A01,-1,-1,5,6,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71829,A,A01,-1,-1,1,17,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-71829,A,A01,-1,-1,1,17,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-71829,A,A01,-1,-1,1,17,519,Other information services,Autres services d'information
Program,G-71829,A,A01,-1,-1,1,17,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-71829,A,A01,-1,-1,1,17,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-71829,A,A01,-1,-1,1,17,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-71900,A,A01,-1,-1,1,51,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71900,A,A01,-1,-1,2,13,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-71900,A,A01,-1,-1,3,5,445,Food and beverage stores,Magasins d'alimentation
Program,G-71900,A,A01,-1,-1,3,5,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-71900,A,A01,-1,-1,5,3,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-71900,A,A01,-1,-1,5,3,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-71900,A,A01,-1,-1,5,3,561,Administrative and support services,Services administratifs et services de soutien
Program,G-71901,A,A01,-1,-1,1,53,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-71901,A,A01,-1,-1,2,16,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71901,A,A01,-1,-1,3,4,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-71901,A,A01,-1,-1,4,3,611,Educational services,Services d'enseignement
Program,G-71901,A,A01,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Program,G-71902,A,A01,-1,-1,1,67,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71902,A,A01,-1,-1,2,4,561,Administrative and support services,Services administratifs et services de soutien
Program,G-71902,A,A01,-1,-1,2,4,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-71902,A,A01,-1,-1,4,2,323,Printing and related support activities,Impression et activités connexes de soutien
Program,G-71902,A,A01,-1,-1,4,2,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,G-71902,A,A01,-1,-1,4,2,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,G-71902,A,A01,-1,-1,4,2,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,G-71902,A,A01,-1,-1,4,2,453,Miscellaneous store retailers,Magasins de détail divers
Program,G-71902,A,A01,-1,-1,4,2,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-71902,A,A01,-1,-1,4,2,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-71902,A,A01,-1,-1,4,2,519,Other information services,Autres services d'information
Program,G-71902,A,A01,-1,-1,4,2,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Program,G-71902,A,A01,-1,-1,4,2,531,Real estate,Services immobiliers
Program,G-71902,A,A01,-1,-1,4,2,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-71903,A,A01,-1,-1,1,42,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-71903,A,A01,-1,-1,2,10,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-71903,A,A01,-1,-1,3,8,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-71903,A,A01,-1,-1,3,8,611,Educational services,Services d'enseignement
Program,G-71903,A,A01,-1,-1,5,7,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-71905,A,A01,-1,-1,1,20,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,G-71905,A,A01,-1,-1,1,20,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-71905,A,A01,-1,-1,1,20,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-71905,A,A01,-1,-1,1,20,561,Administrative and support services,Services administratifs et services de soutien
Program,G-71905,A,A01,-1,-1,1,20,911,Federal government public administration,Administration publique fédérale
Program,G-71996,A,A01,-1,-1,1,42,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-71996,A,A01,-1,-1,2,10,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-71996,A,A01,-1,-1,3,6,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-71996,A,A01,-1,-1,3,6,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,G-71996,A,A01,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Program,G-71996,A,A01,-1,-1,5,4,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-72000,A,A01,-1,-1,1,27,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-72000,A,A01,-1,-1,2,11,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-72000,A,A01,-1,-1,2,11,611,Educational services,Services d'enseignement
Program,G-72000,A,A01,-1,-1,4,9,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72000,A,A01,-1,-1,4,9,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-72001,A,A01,-1,-1,1,14,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72001,A,A01,-1,-1,2,11,561,Administrative and support services,Services administratifs et services de soutien
Program,G-72001,A,A01,-1,-1,2,11,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-72001,A,A01,-1,-1,4,9,911,Federal government public administration,Administration publique fédérale
Program,G-72001,A,A01,-1,-1,5,6,445,Food and beverage stores,Magasins d'alimentation
Program,G-72001,A,A01,-1,-1,5,6,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-72001,A,A01,-1,-1,5,6,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-72003,A,A01,-1,-1,1,22,611,Educational services,Services d'enseignement
Program,G-72003,A,A01,-1,-1,2,18,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-72003,A,A01,-1,-1,3,11,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72003,A,A01,-1,-1,4,3,624,Social assistance,Assistance sociale
Program,G-72003,A,A01,-1,-1,5,3,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-72003,A,A01,-1,-1,5,3,621,Ambulatory health care services,Services de soins de santé ambulatoires
Program,G-72003,A,A01,-1,-1,5,3,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Program,G-72004,A,A01,-1,-1,1,14,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-72004,A,A01,-1,-1,1,14,611,Educational services,Services d'enseignement
Program,G-72004,A,A01,-1,-1,3,7,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,G-72004,A,A01,-1,-1,3,7,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,G-72004,A,A01,-1,-1,3,7,445,Food and beverage stores,Magasins d'alimentation
Program,G-72004,A,A01,-1,-1,3,7,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-72004,A,A01,-1,-1,3,7,517,Telecommunications,Télécommunications
Program,G-72004,A,A01,-1,-1,3,7,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-72004,A,A01,-1,-1,3,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72004,A,A01,-1,-1,3,7,561,Administrative and support services,Services administratifs et services de soutien
Program,G-72004,A,A01,-1,-1,3,7,624,Social assistance,Assistance sociale
Program,G-72004,A,A01,-1,-1,3,7,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-72005,A,A01,-1,-1,1,22,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-72005,A,A01,-1,-1,2,10,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-72005,A,A01,-1,-1,2,10,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-72005,A,A01,-1,-1,4,7,611,Educational services,Services d'enseignement
Program,G-72005,A,A01,-1,-1,5,6,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-72007,A,A01,-1,-1,1,30,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72007,A,A01,-1,-1,2,12,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,G-72007,A,A01,-1,-1,3,6,611,Educational services,Services d'enseignement
Program,G-72007,A,A01,-1,-1,4,5,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-72007,A,A01,-1,-1,4,5,911,Federal government public administration,Administration publique fédérale
Program,G-72011,A,A01,-1,-1,1,50,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-72011,A,A01,-1,-1,2,17,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,G-72011,A,A01,-1,-1,3,8,115,Support activities for agriculture and forestry,Activités de soutien à l'agriculture et à la foresterie
Program,G-72011,A,A01,-1,-1,3,8,453,Miscellaneous store retailers,Magasins de détail divers
Program,G-72011,A,A01,-1,-1,3,8,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-72011,A,A01,-1,-1,3,8,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,G-79000,A,A01,-1,-1,1,52,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-79000,A,A01,-1,-1,2,9,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79000,A,A01,-1,-1,3,4,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,G-79000,A,A01,-1,-1,3,4,519,Other information services,Autres services d'information
Program,G-79000,A,A01,-1,-1,5,3,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-79000,A,A01,-1,-1,5,3,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,G-79001,A,A01,-1,-1,1,42,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-79001,A,A01,-1,-1,2,8,561,Administrative and support services,Services administratifs et services de soutien
Program,G-79001,A,A01,-1,-1,2,8,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-79001,A,A01,-1,-1,2,8,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,G-79001,A,A01,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79401,A,A01,-1,-1,1,52,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-79401,A,A01,-1,-1,2,17,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79401,A,A01,-1,-1,3,7,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-79401,A,A01,-1,-1,4,5,511,Publishing industries (except internet),Édition (sauf par Internet)
Program,G-79401,A,A01,-1,-1,5,2,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,G-79401,A,A01,-1,-1,5,2,445,Food and beverage stores,Magasins d'alimentation
Program,G-79401,A,A01,-1,-1,5,2,453,Miscellaneous store retailers,Magasins de détail divers
Program,G-79401,A,A01,-1,-1,5,2,519,Other information services,Autres services d'information
Program,G-79401,A,A01,-1,-1,5,2,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Program,G-79401,A,A01,-1,-1,5,2,624,Social assistance,Assistance sociale
Program,G-79401,A,A01,-1,-1,5,2,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,G-79401,A,A01,-1,-1,5,2,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-79402,A,A01,-1,-1,1,37,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-79402,A,A01,-1,-1,2,10,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-79402,A,A01,-1,-1,3,8,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-79402,A,A01,-1,-1,4,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79402,A,A01,-1,-1,5,6,561,Administrative and support services,Services administratifs et services de soutien
Program,G-79403,A,A01,-1,-1,1,50,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79403,A,A01,-1,-1,2,7,611,Educational services,Services d'enseignement
Program,G-79403,A,A01,-1,-1,3,2,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,G-79403,A,A01,-1,-1,3,2,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-79403,A,A01,-1,-1,3,2,561,Administrative and support services,Services administratifs et services de soutien
Program,G-79403,A,A01,-1,-1,3,2,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-79403,A,A01,-1,-1,3,2,712,Heritage institutions,Établissements du patrimoine
Program,G-79403,A,A01,-1,-1,3,2,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,G-79403,A,A01,-1,-1,3,2,911,Federal government public administration,Administration publique fédérale
Program,G-79406,A,A01,-1,-1,1,50,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,G-79406,A,A01,-1,-1,2,17,722,Food services and drinking places,Services de restauration et débits de boissons
Program,G-79406,A,A01,-1,-1,3,8,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Program,G-79406,A,A01,-1,-1,3,8,443,Electronics and appliance stores,Magasins d'appareils électroniques et ménagers
Program,G-79406,A,A01,-1,-1,3,8,445,Food and beverage stores,Magasins d'alimentation
Program,G-79406,A,A01,-1,-1,3,8,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-79410,A,A01,-1,-1,1,44,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,G-79410,A,A01,-1,-1,2,19,611,Educational services,Services d'enseignement
Program,G-79410,A,A01,-1,-1,3,13,515,Broadcasting (except internet),Radiotélévision (sauf par Internet)
Program,G-79410,A,A01,-1,-1,4,6,323,Printing and related support activities,Impression et activités connexes de soutien
Program,G-79410,A,A01,-1,-1,4,6,517,Telecommunications,Télécommunications
Program,G-79410,A,A01,-1,-1,4,6,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,G-79410,A,A01,-1,-1,4,6,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,A-61907,A,A02,-1,-1,1,18,611,Educational services,Services d'enseignement
Program,A-61907,A,A02,-1,-1,2,13,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-61907,A,A02,-1,-1,3,11,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61907,A,A02,-1,-1,4,6,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Program,A-61907,A,A02,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Program,A-61911,A,A02,-1,-1,1,30,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-61911,A,A02,-1,-1,2,28,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61911,A,A02,-1,-1,3,7,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,A-61911,A,A02,-1,-1,4,6,561,Administrative and support services,Services administratifs et services de soutien
Program,A-61911,A,A02,-1,-1,5,3,453,Miscellaneous store retailers,Magasins de détail divers
Program,A-61911,A,A02,-1,-1,5,3,611,Educational services,Services d'enseignement
Program,A-61911,A,A02,-1,-1,5,3,624,Social assistance,Assistance sociale
Program,A-61912,A,A02,-1,-1,1,35,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-61912,A,A02,-1,-1,2,18,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61912,A,A02,-1,-1,3,6,611,Educational services,Services d'enseignement
Program,A-61912,A,A02,-1,-1,4,6,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,A-61912,A,A02,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Program,A-61912,A,A02,-1,-1,5,3,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,A-61913,A,A02,-1,-1,1,19,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61913,A,A02,-1,-1,2,15,532,Rental and leasing services,Services de location et de location à bail
Program,A-61913,A,A02,-1,-1,2,15,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,A-61913,A,A02,-1,-1,4,11,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,A-61913,A,A02,-1,-1,5,7,445,Food and beverage stores,Magasins d'alimentation
Program,A-61913,A,A02,-1,-1,5,7,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,A-61913,A,A02,-1,-1,5,7,712,Heritage institutions,Établissements du patrimoine
Program,A-61914,A,A02,-1,-1,1,14,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,A-61914,A,A02,-1,-1,2,10,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,A-61914,A,A02,-1,-1,2,10,722,Food services and drinking places,Services de restauration et débits de boissons
Program,A-61914,A,A02,-1,-1,4,8,445,Food and beverage stores,Magasins d'alimentation
Program,A-61914,A,A02,-1,-1,4,8,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,B-81907,A,A02,-1,-1,1,32,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,B-81907,A,A02,-1,-1,2,28,611,Educational services,Services d'enseignement
Program,B-81907,A,A02,-1,-1,3,11,722,Food services and drinking places,Services de restauration et débits de boissons
Program,B-81907,A,A02,-1,-1,4,7,451,"Sporting goods, hobby, book and music stores","Magasins d'articles de sport, d'articles de passe-temps, d'articles de musique et de livres"
Program,B-81907,A,A02,-1,-1,5,4,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,B-81912,A,A02,-1,-1,1,31,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,B-81912,A,A02,-1,-1,2,15,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,B-81912,A,A02,-1,-1,2,15,722,Food services and drinking places,Services de restauration et débits de boissons
Program,B-81912,A,A02,-1,-1,4,8,483,Water transportation,Transport par eau
Program,B-81912,A,A02,-1,-1,4,8,561,Administrative and support services,Services administratifs et services de soutien
Program,B-81912,A,A02,-1,-1,4,8,562,Waste management and remediation services,Services de gestion des déchets et d'assainissement
Program,B-81912,A,A02,-1,-1,4,8,611,Educational services,Services d'enseignement
Program,B-81912,A,A02,-1,-1,4,8,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-41911,A,A02,-1,-1,1,29,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-41911,A,A02,-1,-1,2,9,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-41911,A,A02,-1,-1,3,7,452,General merchandise stores,Magasins de marchandises diverses
Program,C-41911,A,A02,-1,-1,3,7,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-41911,A,A02,-1,-1,5,5,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Program,C-41911,A,A02,-1,-1,5,5,453,Miscellaneous store retailers,Magasins de détail divers
Program,C-41911,A,A02,-1,-1,5,5,512,Motion picture and sound recording industries,Industries du film et de l'enregistrement sonore
Program,C-41911,A,A02,-1,-1,5,5,611,Educational services,Services d'enseignement
Program,C-41918,A,A02,-1,-1,1,25,722,Food services and drinking places,Services de restauration et débits de boissons
Program,C-41918,A,A02,-1,-1,2,17,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-41918,A,A02,-1,-1,2,17,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41918,A,A02,-1,-1,4,8,238,Specialty trade contractors,Entrepreneurs spécialisés
Program,C-41918,A,A02,-1,-1,5,4,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Program,C-41918,A,A02,-1,-1,5,4,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,C-41918,A,A02,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Program,C-41918,A,A02,-1,-1,5,4,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-41918,A,A02,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Program,C-41918,A,A02,-1,-1,5,4,611,Educational services,Services d'enseignement
Program,C-41918,A,A02,-1,-1,5,4,624,Social assistance,Assistance sociale
Program,C-41918,A,A02,-1,-1,5,4,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Program,C-41919,A,A02,-1,-1,1,29,611,Educational services,Services d'enseignement
Program,C-41919,A,A02,-1,-1,2,14,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,C-41919,A,A02,-1,-1,3,7,442,Furniture and home furnishings stores,Magasins de meubles et d'accessoires de maison
Program,C-41919,A,A02,-1,-1,3,7,445,Food and beverage stores,Magasins d'alimentation
Program,C-41919,A,A02,-1,-1,3,7,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,C-41919,A,A02,-1,-1,3,7,532,Rental and leasing services,Services de location et de location à bail
Program,C-41919,A,A02,-1,-1,3,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,C-41919,A,A02,-1,-1,3,7,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Program,C-41919,A,A02,-1,-1,3,7,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Program,C-41919,A,A02,-1,-1,3,7,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-51910,A,A02,-1,-1,1,27,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-51910,A,A02,-1,-1,2,13,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-51910,A,A02,-1,-1,3,10,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,D-51910,A,A02,-1,-1,4,6,445,Food and beverage stores,Magasins d'alimentation
Program,D-51910,A,A02,-1,-1,4,6,561,Administrative and support services,Services administratifs et services de soutien
Program,D-51911,A,A02,-1,-1,1,20,711,"Performing arts, spectator sports and related industries","Arts d'interprétation, sports-spectacles et activités connexes"
Program,D-51911,A,A02,-1,-1,1,20,722,Food services and drinking places,Services de restauration et débits de boissons
Program,D-51911,A,A02,-1,-1,3,6,561,Administrative and support services,Services administratifs et services de soutien
Program,D-51911,A,A02,-1,-1,4,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Program,D-51911,A,A02,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Program,D-51911,A,A02,-1,-1,5,4,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
